month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
201911,34013,"essex, nj",400050,-0.0353,3.00E-04,2224,-0.0749,-0.036,53,0.1778,0.0816,740,-0.1741,0,20,0.6667,-0.2857,396,-0.2205,0.0761,3,0.5,,0,,,0,,,560589,-0.0117,-0.0685,2227,-0.0744,-0.0347,0.0013,5.00E-04,0.0013
201911,48347,"nacogdoches, tx",250050,0.0482,0.134,176,-0.0588,-0.0928,114,0.2324,0,36,-0.1818,-0.1,0,,,20,-0.375,0.25,56,-0.0345,8.3333,91.36178862,-0.0768,-0.0627,1968,-0.0365,-0.0864,305113,0.0186,0.1355,232,-0.0531,0.16,0.3182,0.008,0.2873
201911,34007,"camden, nj",200049,-0.0268,0.0532,1881,-0.0646,-0.267,64,0.0323,-0.0376,560,-0.1765,-0.1908,24,0,-0.3333,644,-0.1344,-0.309,131,0.0738,1.6735,118.3526012,0.0011,0.0707,1638,-0.0124,-0.0033,250661,-0.0073,0.1003,2012,-0.0567,-0.2306,0.0696,0.009,0.0505
201911,34029,"ocean, nj",344550,0.0041,0.0769,6650,-0.0586,-0.0346,66,0.8592,-0.0833,1388,-0.1303,-0.108,24,-0.5,-0.5,1232,-0.2163,-0.1299,160,-0.0123,1.4242,151.7391304,-0.0081,0.0553,1512,0.001,0.036,512933,-7.00E-04,0.1275,6810,-0.0576,-0.0207,0.0241,0.0011,0.0145
201911,34009,"cape may, nj",465050,0.0473,0.1442,2068,-0.047,-0.1365,77,0.0065,-0.1538,392,-0.3,0.0426,4,-0.75,-0.8571,272,-0.3462,-0.2527,279,8,7.7188,169.1538462,-0.092,0.1711,1120,-0.0328,0.3069,779758,0.0241,0.0584,2347,0.0663,-0.033,0.1349,0.1206,0.1216
201911,34011,"cumberland, nj",145050,-0.0166,0.0035,809,-0.0276,-0.2084,82,-0.018,-0.0939,180,-0.1667,-0.1509,4,,0,176,-0.2143,-0.102,127,5.6842,17.1429,90.97073519,-0.0142,0.1014,1400,-0.0148,0.0622,160836,-0.0108,0.0435,936,0.0999,-0.0904,0.157,0.1341,0.1501
201911,34025,"monmouth, nj",539950,0,0.0691,3355,-0.0833,-0.0275,65,0.0744,0.0156,784,-0.3025,-0.1478,48,3,1.4,660,-0.3265,-0.0884,22,0.1,0.2941,159.1954336,-0.0443,0.0691,1274,-0.0831,0.0643,778784,0.0086,0.0664,3377,-0.0823,-0.026,0.0066,0.0011,0.0016
201911,34035,"somerset, nj",530049,-0.0355,-0.0183,1387,-0.0821,-0.1238,56,-0.0667,-0.145,372,-0.1622,-0.0412,8,1,-0.3333,280,-0.2553,-0.2391,29,-0.0333,0.45,0,,,0,,,697139,-0.0029,-0.0234,1416,-0.0811,-0.1167,0.0209,0.0011,0.0083
201911,34021,"mercer, nj",349950,-0.0575,0.1198,1336,-0.0491,-0.1923,71,0.0143,0,308,-0.1809,-0.172,4,-0.5,-0.5,340,-0.2544,-0.0957,172,-0.0851,0.2113,168.5258964,-0.0147,0.1115,1634,-0.0489,0.0803,537408,-0.0085,0.1474,1508,-0.0534,-0.1604,0.1287,-0.0051,0.0429
201910,48347,"nacogdoches, tx",238550,0.0192,0.0745,187,-0.0209,-0.041,92.5,0.1491,-0.1704,44,0.1,0.5714,0,,,32,0.6,0.6,58,-0.0938,7.2857,98.95833333,0.0033,-0.0013,2042.5,-0.0197,-0.029,299542,0.0271,0.1156,245,-0.0392,0.2129,0.3102,-0.0249,0.2743
201910,34015,"gloucester, nj",210000,0,0.0497,1398,-0.0359,-0.2587,63.5,-0.0231,-0.1301,432,-0.0442,-0.129,16,-0.3333,-0.3333,520,0.0236,-0.2655,74,0.0571,1.8462,117.0853042,0.0143,0.0614,1788,-0.0011,-0.0045,303220,0.2699,0.3282,1472,-0.0316,-0.2301,0.0529,0.0047,0.0391
201910,34011,"cumberland, nj",147500,-0.0163,-0.0163,832,-0.0827,-0.2121,83.5,0.0183,-0.0565,216,0.0189,-0.129,0,-1,-1,224,-0.0175,-0.2432,19,-0.1364,1.7143,92.28424649,0.0118,0.074,1421,-0.0018,0.0781,162585,0.0044,0.0185,851,-0.084,-0.1994,0.0228,-0.0014,0.0162
201910,34017,"hudson, nj",529050,0.0076,-0.0621,1904,-0.0246,-0.0437,47.5,-0.0594,0.0674,688,-0.1848,-0.0227,0,-1,-1,392,-0.1009,-0.2462,2,-0.3333,1,288.4154826,0.0547,0.0282,720,0.0827,0.0177,670229,0.0063,-0.0734,1906,-0.0251,-0.0432,0.0011,-5.00E-04,5.00E-04
201910,34029,"ocean, nj",343128.5,-0.0025,0.0638,7064,-0.0111,-0.0217,35.5,-0.2447,-0.4818,1596,-0.2052,-0.1857,48,0.3333,0.2,1572,-0.0621,-0.162,162,0.1912,1.16,152.9820261,0.0132,0.0587,1510.5,-0.0049,0.0311,513284,-0.0088,0.1044,7226,-0.0073,-0.0096,0.0229,0.0039,0.0125
201910,34039,"union, nj",410050,0.025,0.054,1801,-0.0364,-0.0918,44,-0.1111,-0.1373,636,-0.2244,-0.1359,8,-0.3333,-0.7143,504,0.0678,0.0588,11,1.2,0.375,0,,,0,,,544882,0.0152,0.0438,1812,-0.0331,-0.0899,0.0061,0.0034,0.0021
201910,34023,"middlesex, nj",399050,-0.0023,0.0787,3177,-0.0261,-0.0946,57,-0.0087,0.0179,1152,-0.0035,-0.1056,16,0,-0.4286,796,-0.0872,-0.2103,316,-0.0511,-0.1319,0,,,0,,,452833,0.0045,0.0662,3493,-0.0284,-0.0981,0.0995,-0.0026,-0.0043
201910,34021,"mercer, nj",371300,-0.0084,0.1694,1405,-0.0526,-0.1935,70,-0.0278,-0.0141,376,-0.1607,-0.2101,8,0,-0.3333,456,-0.042,-0.0656,188,-0.109,0.3824,171.0342341,0.0045,0.1353,1718,-0.0029,0.1329,542018,0.0366,0.1644,1593,-0.0596,-0.1518,0.1338,-0.0085,0.0557
201910,34013,"essex, nj",414700,-0.0116,-0.0186,2404,-0.038,0.0012,45,-0.1,0.0112,896,-0.2355,-0.1146,12,-0.5714,-0.4,508,-0.0797,-0.0451,2,-0.3333,1,0,,,0,,,567248,-0.0018,-0.0774,2406,-0.0384,0.0017,8.00E-04,-4.00E-04,4.00E-04
201910,34001,"atlantic, nj",249950,8.00E-04,0,2691,-0.14,0.012,85.5,-0.0058,-0.0116,584,-0.1462,-0.0701,48,0.2,-0.2,480,-0.1489,-0.0909,97,-0.3022,-0.0102,99.29954751,0.1068,0.2018,1148,0.1038,0.0333,411256,0.0235,-0.0214,2788,-0.1469,0.0112,0.036,-0.0084,-8.00E-04
201910,34027,"morris, nj",537000,-0.0038,-0.0038,2616,-0.0261,0.0295,58,-0.0866,-0.0492,780,-0.1256,0.1677,8,1,-0.6,700,-0.1422,0.1076,0,-1,-1,0,,,0,,,668179,-5.00E-04,-0.0716,2616,-0.0264,0.0291,0,-4.00E-04,-4.00E-04
201910,34031,"passaic, nj",385050,-0.0063,0.0922,2260,-0.0329,-0.0088,60,-0.0083,0,692,-0.1263,0.0058,12,,-0.5,548,0.0458,-0.0072,0,,-1,0,,,0,,,430261,-0.0066,0.0993,2260,-0.0329,-0.0092,0,0,-4.00E-04
201910,34041,"warren, nj",265050,-0.0174,0.06,709,-0.0354,-0.1025,62.5,0,-0.1497,208,-0.1613,0.0196,0,,-1,172,-0.1224,-0.2456,1,0,,0,,,0,,,309211,0.024,0.0492,710,-0.0353,-0.1013,0.0014,0,0.0014
201910,34037,"sussex, nj",290049.5,0.0035,0.0745,1458,-0.0319,0.0069,76,0.0411,-0.0788,348,0.0116,0.1299,12,2,0.5,336,-0.1429,-0.0233,1,0,-0.6667,0,,,0,,,370183,0.0174,0.1344,1459,-0.0319,0.0055,7.00E-04,0,-0.0014
201910,34033,"salem, nj",144500,0.0321,0.0049,493,-0.0314,-0.1891,91,-0.0215,-0.1292,108,0.125,-0.069,4,,0,140,0.0294,-0.2391,8,0,7,91.3591594,-0.0065,0.0154,1564,0.0262,0.0097,173006,0.028,0.004,501,-0.0309,-0.1773,0.0162,5.00E-04,0.0146
201910,34035,"somerset, nj",549550,-0.0265,-7.00E-04,1511,-0.0515,-0.0936,60,-0.1176,-0.04,444,-0.2839,-0.0177,4,-0.5,-0.6667,376,-0.0962,-0.1455,30,-0.0625,0.3043,0,,,0,,,699189,-0.0077,-0.0214,1541,-0.0517,-0.0882,0.0199,-2.00E-04,0.0061
201910,34019,"hunterdon, nj",499050,-0.0018,0.0279,1097,0.0037,0.0349,75,-0.1124,-0.1018,272,-0.1053,0.1148,0,,-1,272,-0.0286,0.0625,8,-0.1111,1,0,,,0,,,611257,0.0018,-0.0197,1105,0.0027,0.0385,0.0073,-9.00E-04,0.0035
201910,34025,"monmouth, nj",539950,0.0046,0.0383,3660,-0.0256,-0.0022,60.5,-0.062,-0.0397,1124,-0.0994,-0.0633,12,-0.5,-0.7,980,-0.072,0.0124,20,0.1111,0.1765,166.567194,0.0168,0.0957,1389.5,0.0639,0.1269,772154,0.0046,0.0475,3680,-0.0249,-0.0014,0.0055,7.00E-04,8.00E-04
201910,34009,"cape may, nj",444050,0.016,0.1103,2170,-0.0606,-0.0921,76.5,-0.1053,-0.0947,560,-0.0968,-0.0604,16,0,-0.3333,416,0.0722,-0.1111,31,-0.1842,0.069,186.2825436,0.1091,0.2398,1158,0.0982,0.2392,761382,0.0159,0.0361,2201,-0.0626,-0.0901,0.0143,-0.0022,0.0022
201910,34005,"burlington, nj",279950,0.0127,0.122,1950,-0.0566,-0.2305,63.5,0,-0.0929,612,-0.1639,-0.1639,20,-0.1667,-0.1667,708,0.0172,-0.1991,162,0.0318,0.6875,140.4588328,0.0095,0.0713,1981.5,0.0071,0.0699,360843,0.0167,0.0888,2112,-0.0504,-0.197,0.0831,0.0071,0.0452
201910,34007,"camden, nj",205550,-0.0036,0.0873,2011,-0.0501,-0.2505,62,0.042,-0.0746,680,-0.0341,-0.1667,24,0,0,744,-0.1143,-0.306,122,0.0991,1.6522,118.2214359,-0.0013,0.0753,1658.5,-0.0093,0.0162,252512,0.0108,0.1068,2133,-0.0426,-0.2184,0.0607,0.0082,0.0435
201910,34003,"bergen, nj",639000,-0.0078,0.0667,4405,-0.0555,-0.1074,64,-0.0303,0,1224,-0.2194,-0.1774,24,-0.1429,-0.5714,948,-0.1319,-0.1884,3,0,2,0,,,0,,,916951,-0.0145,0.0078,4408,-0.0555,-0.107,7.00E-04,0,5.00E-04
201909,34033,"salem, nj",140050,-0.0078,0.037,509,-0.0212,-0.2133,93,-0.051,-0.0971,92,-0.1481,-0.1154,0,-1,-1,136,-0.2093,-0.2093,8,-0.2,1,91.95386095,0.0133,0.0443,1524,-0.017,0.0187,169341,-0.0122,0.0181,517,-0.0245,-0.2058,0.0157,-0.0035,0.0095
201909,34031,"passaic, nj",387500,0.0139,0.0792,2337,-0.0492,0.0052,60.5,0.0083,0.0083,780,0.0484,-0.0152,4,-0.5,-0.75,556,-0.0671,-0.0855,0,,-1,0,,,0,,,433230,0.0105,0.0923,2337,-0.0492,0.0047,0,0,-4.00E-04
201909,34021,"mercer, nj",374443,0.012,0.1703,1466,-0.0609,-0.1722,72,0.0286,0,440,-0.0678,-0.1729,8,-0.3333,-0.3333,476,-0.0325,-0.15,211,-0.1172,0.7016,171.516778,-0.0266,0.1167,1733,-0.0169,0.1356,530112,0.0106,0.1283,1677,-0.0683,-0.115,0.1439,-0.0092,0.0739
201909,34037,"sussex, nj",289050,0.008,0.0743,1506,-0.0195,-0.0246,73,0.0429,-0.0875,388,-0.0935,0.2436,4,-0.5,-0.6667,392,0.0316,0.1529,1,-0.5,-0.6667,0,,,0,,,363805,0.0068,0.1331,1507,-0.0202,-0.0259,7.00E-04,-6.00E-04,-0.0013
201909,34009,"cape may, nj",435335.7143,-0.0046,0.0885,2322,0.0087,-0.0268,85.5,-0.0707,-0.0393,620,0.2016,0.0616,16,0.3333,-0.4286,400,-0.0476,-0.1071,37,-0.0263,0.0571,167.9456715,-0.0038,0.1503,1051.5,0.0236,0.158,748728,-0.0099,0.0244,2359,0.0081,-0.0256,0.0159,-6.00E-04,0.0013
201909,34029,"ocean, nj",346421.4286,0.0087,0.0674,7710,0.0291,0.0633,47,-0.338,-0.3188,4248,0.0557,1.1942,44,-0.2143,-0.5,1636,-0.0662,-0.1011,164,0.2424,1.7797,151.8814049,0.0248,0.0423,1541.5,0.0182,0.0501,524211,0.0274,0.1308,7874,0.0328,0.0772,0.0213,0.0037,0.0131
201909,34025,"monmouth, nj",535500,0.0019,0.0122,3771,-0.02,0.0075,64.5,-0.0227,-0.0077,1240,0.0954,0.1698,24,-0.1429,-0.3333,1112,0,0.0859,18,-0.3571,-0.1,163.8177054,-0.0058,0.1369,1302.928571,-0.0155,0.149,765688,0.006,0.0141,3789,-0.0224,0.0069,0.0048,-0.0025,-6.00E-04
201909,34017,"hudson, nj",525335.7143,-0.0038,-0.062,1965,-0.0131,0.0061,50.5,-0.0288,-0.0288,824,0.1016,-0.019,12,,-0.25,428,0.1031,0.1263,3,0,0.5,273.4696796,-0.031,-0.0155,665,-0.0292,-0.05,667095,0.0018,-0.0315,1968,-0.013,0.0066,0.0015,0,5.00E-04
201909,34013,"essex, nj",419550,0.0122,-0.0011,2513,0.0044,0.109,50,-0.1228,-0.0566,1148,0.1299,0.0709,28,1.3333,0.1667,572,0,0.144,2,1,,0,,,0,,,569487,-0.0103,-0.0776,2515,0.0048,0.1099,8.00E-04,4.00E-04,8.00E-04
201909,34019,"hunterdon, nj",499892.8571,-0.0046,0.0203,1098,-0.0223,0.0291,84.5,0.0562,0.0305,296,0.1746,0.1563,0,-1,-1,296,0,0.1935,9,-0.4375,-0.1818,0,-1,,0,-1,,610261,0.0026,-0.0044,1107,-0.0281,0.0269,0.0082,-0.0061,-0.0021
201909,34039,"union, nj",400685.7143,-0.011,0.0312,1875,-0.0079,-0.0168,49.5,-0.1,-0.0481,868,0.0905,0.0905,12,0.5,-0.25,428,0.0594,-0.0093,5,-0.5,-0.5833,0,,,0,,,537475,-0.0092,0.0328,1880,-0.0105,-0.0203,0.0027,-0.0026,-0.0036
201909,48347,"nacogdoches, tx",229550,0.0334,0.0204,191,-0.0402,-0.0637,80.5,0.15,-0.203,40,-0.1667,0.4286,0,,,24,-0.1429,0,59,0.5946,4.9,98.29006909,-0.0033,-0.0116,2061.071429,0.0165,-0.0067,291729,0.0227,0.119,250,0.0593,0.1682,0.3089,0.123,0.2599
201909,34007,"camden, nj",206300,0.0203,0.1209,2117,-0.0629,-0.2188,59.5,-0.0083,-0.1119,704,-0.102,-0.1373,20,0,-0.4444,828,0.0049,-0.1687,109,-0.0992,0.8167,118.3710106,0.0066,0.0804,1674.714286,-0.0012,0.0338,252059,0.0177,0.134,2226,-0.0647,-0.1964,0.0515,-0.0021,0.0293
201909,34011,"cumberland, nj",149950,0.0034,0,907,-0.0412,-0.1443,82,0.0649,-0.0682,220,-0.1791,-0.0833,4,0,-0.6667,232,-0.2368,-0.0333,23,-0.0417,1.0909,91.20808146,0.03,0.0282,1423.5,0.0016,0.0719,166109,-0.1325,-0.4829,930,-0.0412,-0.1317,0.0254,0,0.015
201909,34015,"gloucester, nj",210045,-0.013,0.0505,1450,-0.0275,-0.194,65,-0.0714,-0.0972,468,0.0541,-0.1397,28,0,0,520,-0.0441,-0.1925,71,-0.0658,1.7308,115.4330536,0.0043,0.0507,1793.642857,-0.0108,0.0168,240634,-0.0073,0.0545,1521,-0.0294,-0.1666,0.049,-0.002,0.0345
201909,34005,"burlington, nj",276438,0.0158,0.106,2067,-0.047,-0.196,63.5,0.0079,-0.0522,728,0.0055,-0.057,24,-0.1429,-0.3333,688,-0.0171,-0.0899,157,-0.113,0.7065,139.1372702,0.005,0.058,1967.5,0.0138,0.0572,358170,0.0233,0.075,2224,-0.052,-0.1649,0.076,-0.0056,0.0402
201909,34023,"middlesex, nj",399950,0,0.0664,3272,-0.032,-0.0505,57.5,0.1058,0.0268,1164,-0.0136,-0.0235,16,-0.3333,-0.5556,896,-0.1004,0.0419,333,-0.1373,-0.1328,0,,,0,,,450906,-0.0051,0.0492,3605,-0.0428,-0.0587,0.1018,-0.0124,-0.0097
201909,34003,"bergen, nj",642978.5714,0.0102,0.0733,4700,-0.0387,-0.0568,66,0,0.0154,1584,0.1218,-0.005,32,0.1429,0,1152,0.0549,0.0177,3,,2,0,,,0,,,928495,8.00E-04,0.0088,4703,-0.038,-0.0564,6.00E-04,6.00E-04,4.00E-04
201909,34027,"morris, nj",539500,-0.0095,-8.00E-04,2686,-0.0373,0.0521,63.5,-0.0231,-0.0522,880,0.0427,0.0138,8,-0.3333,0,812,-0.0193,0.1404,1,0,-0.5,0,,,0,,,668953,-0.0113,-0.08,2687,-0.0373,0.0517,4.00E-04,0,-4.00E-04
201909,34001,"atlantic, nj",249750,-0.0231,-8.00E-04,3102,0.0402,0.1544,86,0.0238,-0.0115,716,-0.0324,0.0982,44,0.1,-0.1538,576,0,0.1077,136,0.1148,0.4167,89.81213934,0.0069,0.0787,1038.857143,-0.0076,-0.079,402830,-0.0338,-0.0489,3238,0.0432,0.1635,0.0438,0.0029,0.0081
201909,34035,"somerset, nj",561028.5714,-0.0133,0.02,1610,-0.0422,-0.0451,68,0.0303,0.1148,596,0.1203,0.0956,16,-0.2,3,428,-0.0446,0.019,34,-0.1707,0.1333,0,,,0,,,701411,-0.0063,-0.034,1644,-0.0453,-0.042,0.0211,-0.0033,0.0033
201909,34041,"warren, nj",267850,0,0.0716,737,-0.0303,-0.0879,62.5,-0.0234,-0.1197,240,0.0169,0.0169,0,-1,-1,216,0.0189,0,1,0,0,0,,,0,,,302063,-0.0034,0.0155,738,-0.0302,-0.0878,0.0014,0,1.00E-04
201908,34011,"cumberland, nj",149435.7143,-4.00E-04,9.00E-04,946,-0.0177,-0.1059,77,0.0548,-0.0494,268,-0.0147,-0.029,4,,-0.5,304,0.1343,0.2063,24,-0.04,2,88.55014015,0.0092,-0.0087,1421.285714,0.0037,0.0686,191477,0.0956,-0.4046,970,-0.0182,-0.0901,0.0254,-6.00E-04,0.0178
201908,48347,"nacogdoches, tx",222135.7143,0.0152,0.0342,199,0.0102,-0.1272,70,-0.1411,-0.2593,48,-0.2941,-0.0769,0,,,28,0,-0.2222,37,1.6429,3.625,98.61391553,-0.0035,0.0194,2027.571429,-0.0345,-0.0148,285257,0.0077,0.13,236,0.1185,0,0.1859,0.1149,0.1508
201908,34039,"union, nj",405135.7143,-0.0286,0.0688,1890,-0.0105,0.008,55,0.1111,0.0377,796,0.1056,0.2839,8,-0.6,-0.5,404,-0.0472,0.2317,10,-0.1667,-0.2308,0,,,0,,,542458,-0.0214,0.0515,1900,-0.0114,0.0064,0.0053,-0.001,-0.0016
201908,34027,"morris, nj",544678.5714,-0.008,0.004,2790,-0.0488,0.0645,65,0.1404,-0.0152,844,0.0446,0.1593,12,0,-0.25,828,0,0.3185,1,0,,0,,,0,,,676632,-0.0091,-0.0644,2791,-0.0487,0.0649,4.00E-04,0,4.00E-04
201908,34031,"passaic, nj",382192.8571,0.0056,0.0921,2458,-0.0357,0.0323,60,0.2245,0.0256,744,-0.1143,-0.0262,8,-0.3333,-0.5,596,-0.0325,0.2627,0,,-1,0,,,0,,,428720,0.0081,0.0798,2458,-0.0357,0.031,0,0,-0.0013
201908,34037,"sussex, nj",286764.2857,0.006,0.0987,1536,-0.0013,-0.0235,70,0.0219,-0.021,428,0.019,0.019,8,1,1,380,0.0556,0.0326,2,0,-0.3333,0,,,0,,,361341,0.0075,0.1348,1538,-0.0013,-0.0241,0.0013,0,-6.00E-04
201908,34023,"middlesex, nj",399950,-0.0123,0.0664,3380,-0.034,-0.0335,52,0.0297,0.0196,1180,-0.0895,-0.1272,24,0,0,996,-0.0158,0.0418,386,-0.0743,-0.1126,0,,,0,,,453212,-0.0062,0.0542,3766,-0.0383,-0.0422,0.1142,-0.005,-0.0102
201908,34035,"somerset, nj",568578.5714,-0.041,-0.0068,1681,-0.0449,0.0078,66,0.1092,0.1,532,-0.0075,0.0813,20,1.5,4,448,-0.0508,0.2874,41,-0.1633,0.4138,0,,,0,,,705855,-0.0246,-0.0377,1722,-0.0481,0.0147,0.0244,-0.0035,0.007
201908,34019,"hunterdon, nj",502192.8571,0.0043,0.0156,1123,-0.0209,0.035,80,0.1268,0.1111,252,0,0.0678,4,0,-0.8333,296,0.0137,0.2982,16,0,1,52.32862376,-0.2611,,674.2857143,-0.3757,,608707,-0.0025,-0.0166,1139,-0.0206,0.0421,0.0142,3.00E-04,0.0069
201908,34001,"atlantic, nj",255664.2857,-0.0167,0.0266,2982,0.0642,0.0947,84,0.0633,-0.0508,740,0.0109,0.0393,40,-0.0909,0.25,576,-0.071,0.0213,122,0.1091,0.1619,89.19711471,-0.0035,0.0721,1046.857143,-0.0011,-0.05,416910,-0.028,-0.0153,3104,0.0659,0.0972,0.0409,0.0017,0.0024
201908,34009,"cape may, nj",437335.7143,0.0041,0.0959,2302,0.0088,-0.027,92,0.011,0.0166,516,0.0238,-0.0301,12,-0.5,-0.7273,420,0.0606,-0.0094,38,0.1176,0.1176,168.5804598,0.0023,0.1813,1027.285714,0.0273,0.1781,756208,0.0046,0.0256,2340,0.0104,-0.025,0.0165,0.0016,0.0021
201908,34033,"salem, nj",141150,0.0043,0.0452,520,-0.0038,-0.2353,98,0.0769,-0.0101,108,-0.069,0.0385,4,-0.5,0,172,0.0488,-0.1731,10,-0.3333,4,90.74910206,0.0086,0.0429,1550.428571,-0.0243,0.0258,171428,-0.0166,0.0382,530,-0.013,-0.2229,0.0192,-0.0095,0.0163
201908,34013,"essex, nj",414478.5714,-0.0179,-0.0294,2502,-0.0177,0.1621,57,0.1515,0.0459,1016,0.1239,0.4854,12,-0.4,-0.5714,572,0.1721,0.375,1,-0.75,0,0,,,0,,,575429,-0.0275,-0.0704,2503,-0.0188,0.162,4.00E-04,-0.0012,-1.00E-04
201908,34021,"mercer, nj",369992.8571,-0.016,0.1227,1561,-0.0562,-0.1121,70,0.129,0.0606,472,-0.0709,-0.0853,12,0,0,492,-0.016,-0.0391,239,-0.1372,0.8106,176.2041389,-0.0232,0.1397,1762.857143,-0.0146,0.1432,524535,-0.0227,0.0885,1800,-0.0678,-0.0476,0.1531,-0.0144,0.078
201908,34029,"ocean, nj",343421.4286,0.0102,0.0567,7492,0.0654,0.0279,71,0.0758,0.0441,4024,1.1588,0.8804,56,1,-0.2632,1752,-0.1116,-0.0201,132,0.4194,1.0308,148.2063195,0.0159,0.0086,1514,0.0219,0.0345,510221,0.0279,0.1056,7624,0.07,0.0367,0.0176,0.0044,0.0087
201908,34003,"bergen, nj",636478.5714,-0.004,0.0608,4889,-0.0453,-0.0123,66,0.1282,0.082,1412,0.0028,-0.0056,28,0,0.4,1092,-0.0421,0.1281,0,,-1,0,,,0,,,927768,-0.0018,0.0081,4889,-0.0453,-0.0125,0,0,-2.00E-04
201908,34015,"gloucester, nj",212807.1429,-0.01,0.0643,1491,-0.0287,-0.1652,70,0.0448,0.0145,444,-0.0826,-0.1591,28,0.1667,0.1667,544,0.0303,-0.1226,76,-0.1556,1.5333,114.9427214,0.0044,0.0452,1813.142857,-0.0106,0.0155,242407,-0.0018,0.0573,1567,-0.0357,-0.1371,0.051,-0.0077,0.0342
201908,34007,"camden, nj",202192.8571,0.0107,0.1236,2259,-0.0395,-0.1935,60,0.0169,-0.0698,784,-0.0577,-0.1131,20,0.25,-0.5455,824,0.0148,-0.1417,121,-0.2438,0.9206,117.5892857,0.0026,0.0781,1676.714286,-0.0055,0.0457,247675,0.0045,0.1243,2380,-0.0525,-0.169,0.0536,-0.0145,0.0311
201908,34025,"monmouth, nj",534478.5714,-1.00E-04,0.018,3848,-0.0366,-0.0013,66,0.1092,0.1478,1132,-0.0871,-0.1016,28,0.1667,-0.4167,1112,0.0072,0.0651,28,0.3333,0.12,164.7775462,-0.0181,0.1183,1323.428571,-0.0451,0.1311,761096,-0.0015,0.012,3876,-0.0346,-5.00E-04,0.0073,0.002,8.00E-04
201908,34005,"burlington, nj",272135.2857,0.0081,0.0674,2169,-0.0287,-0.1389,63,0.0328,-0.0156,724,-0.0573,-0.1773,28,-0.3,-0.125,700,-0.0933,-0.0979,177,-0.1015,0.8438,138.4450556,0.0028,0.0464,1940.714286,0.003,0.0367,350029,-0.0096,0.0478,2346,-0.0346,-0.1029,0.0816,-0.0066,0.0435
201908,34017,"hudson, nj",527335.7143,-0.0135,-0.0032,1991,-0.007,0.0479,52,0,0.0097,748,0.0219,0.2143,0,-1,-1,388,0.1023,0.2763,3,0,2,282.2060834,-0.0346,0.1732,685,-0.027,0.0899,665909,-0.0014,-0.0167,1994,-0.007,0.0489,0.0015,0,0.001
201908,34041,"warren, nj",267850,-0.0207,0.0627,760,-0.0294,-0.0355,64,0.024,-0.0229,236,0.0172,0.1569,12,0.5,,212,0.0192,0.0192,1,0,,0,,,0,,,303080,-0.0019,0.013,761,-0.0293,-0.0343,0.0013,0,0.0013
201907,34027,"morris, nj",549050,-0.0018,-0.0063,2933,-3.00E-04,0.0654,57,0.2391,0.0556,808,-0.2519,0.0359,12,0,0.5,828,-0.1039,0.2176,1,,0,0,,,0,,,682815,-0.0088,-0.0515,2934,0,0.0654,3.00E-04,3.00E-04,0
201907,34017,"hudson, nj",534550,-0.0282,-9.00E-04,2005,-0.0365,0.0209,52,0.1818,0.1818,732,-0.0317,0.0055,4,-0.6667,-0.75,352,-0.2143,-0.1287,3,0.5,,292.3242468,-0.0547,0.2287,704,-0.0422,0.1636,666816,-0.0133,-0.0165,2008,-0.036,0.0224,0.0015,5.00E-04,0.0015
201907,34039,"union, nj",417050,-0.0071,0.0974,1910,-0.0165,0.0058,49.5,0.125,0.0206,720,-0.1388,0.0465,20,0.6667,0,424,-0.0783,0.1042,12,-0.4,-0.25,0,,,0,,,554329,-0.0217,0.0453,1922,-0.0204,0.0037,0.0063,-0.004,-0.0021
201907,34013,"essex, nj",422050,-0.0407,-0.0299,2547,-0.0105,0.088,49.5,0.1512,-0.01,904,-0.2098,0.0762,20,-0.1667,0.25,488,-0.2781,0.0339,4,-0.2,0.3333,0,,,0,,,591682,-0.0288,-0.0664,2551,-0.0109,0.0883,0.0016,-4.00E-04,3.00E-04
201907,34009,"cape may, nj",435550,0.0014,0.0902,2282,-0.0277,-0.0227,91,0.046,0.04,504,0.1053,-0.087,24,-0.25,0,396,-0.0917,-0.0917,34,-0.2273,0.1333,168.1860449,-0.0078,0.2739,1000,0.0417,0.2723,752708,0.0183,0.0289,2316,-0.0314,-0.0207,0.0149,-0.0038,0.0021
201907,34031,"passaic, nj",380050,0.0133,0.0857,2549,0.0016,0.0674,49,0.1136,-0.0841,840,-0.1732,0.0244,12,0.5,-0.25,616,-0.0128,0.1667,0,-1,-1,0,,,0,,,425260,0.0213,0.0557,2549,0.0012,0.067,0,-4.00E-04,-4.00E-04
